title,company_name,location,description,link
UI /UX Product Designing Manager,Atomica -,"Cairo, Egypt ",Full TimeWork From HomeManager · 4+ Yrs of Exp · Creative/Design/Art · IT/Software Development · UX Design · UI/UX · UI Design · Visual Design · Adobe XD · Design · Computer Science · photoshop,https://wuzzuf.net/jobs/p/Tx1iTlfBCVyk-UI-UX-Product-Designing-Manager-Atomica-Cairo-Egypt?o=401&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Full Stack Developer (.NET),DEVOPSolution -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .NET Development · Computer Science · Computer Engineering · Information Technology (IT) · .NET · C# · MVC · ASP.NET,https://wuzzuf.net/jobs/p/eQSc1OhtagwN-Senior-Full-Stack-Developer-NET-DEVOPSolution-Cairo-Egypt?o=402&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Java Developer,Confidential -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · backend · API · Computer Science · Information Technology (IT) · RESTful · Java · Software Development,https://wuzzuf.net/jobs/p/02V0g0j9xJO3-Senior-Java-Developer-Cairo-Egypt?o=403&l=sp&t=sj&a=data science jobs|search-v3|navbl
IBM BPM Developer,Confidential -,"Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · BPM · Computer Science · Information Technology (IT) · Implementation · JavaScript · Software Development · XML · Software Engineering,https://wuzzuf.net/jobs/p/A7towgX7Mvi7-IBM-BPM-Developer-Cairo-Egypt?o=404&l=sp&t=sj&a=data science jobs|search-v3|navbl
Dynamics AX365 Functional Consultant,Sky Holding -,"Katameya, Cairo, Egypt ",Full TimeExperienced · 4 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Ax · Accounting · Commerce · ERP · Finance · Functional · Information Technology (IT),https://wuzzuf.net/jobs/p/ZV3PXXO9ZB6V-Dynamics-AX365-Functional-Consultant-Sky-Holding-Cairo-Egypt?o=405&l=sp&t=sj&a=data science jobs|search-v3|navbl
Junior Autonomous Engineer,Wakeb Data -,"Mohandessin, Giza, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Mechanical/Electrical · Information Technology (IT) · Engineering · Software Development · Hardware Installation · Computer Science · Electrical Engineering · Electronics · Git,https://wuzzuf.net/jobs/p/Q489fQ7pnDZU-Junior-Autonomous-Engineer-Wakeb-Data-Giza-Egypt?o=406&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior React Native Developer,Confidential -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · CSS · front-end · HTML · Computer Science · Information Technology (IT) · Redux · React,https://wuzzuf.net/jobs/p/1MrW2lQhaijA-Senior-React-Native-Developer-Cairo-Egypt?o=407&l=sp&t=sj&a=data science jobs|search-v3|navbl
Product Owner - Cairo,Cegedim -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Healthcare Market · Project Management · Scrum · BDD · Engineering · Agile · Computer Science,https://wuzzuf.net/jobs/p/opdgDQZGIEAW-Product-Owner---Cairo-Cegedim-Cairo-Egypt?o=408&l=sp&t=sj&a=data science jobs|search-v3|navbl
[CGEG012] Product Owner,Cegedim -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 6+ Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Software Development · Healthcare Market · Project Management · Scrum · BDD · Engineering · Agile,https://wuzzuf.net/jobs/p/287735--CGEG012--Product-Owner-Cegedim-Cairo-Egypt?o=409&l=sp&t=sj&a=data science jobs|search-v3|navbl
Sr. Odoo Developer,Al Rabat -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML · CSS · Java · Odoo · Python · JavaScript · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/qj8u73JHg2BV-Sr-Odoo-Developer-Al-Rabat-Cairo-Egypt?o=410&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Test Automation Engineer,Expleo -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Testing · Computer Science · Information Technology (IT) · Automation Testing · Software Testing · Quality,https://wuzzuf.net/jobs/p/GTyQgs356K7n-Senior-Test-Automation-Engineer-Expleo-Cairo-Egypt?o=411&l=sp&t=sj&a=data science jobs|search-v3|navbl
Backend Developer,Caelum Egypt -,"Dokki, Giza, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Information Technology (IT) · Computer Science · Development · Engineering · Full Stack · Back-End Development · Software Engineering,https://wuzzuf.net/jobs/p/8nFj6BJ30KbO-Backend-Developer-Caelum-Egypt-Giza-Egypt?o=412&l=sp&t=sj&a=data science jobs|search-v3|navbl
iOS Developer - Cairo,Restart Technology -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Swift · Computer Science · Information Technology (IT) · Software Engineering · APIs · JSON · REST,https://wuzzuf.net/jobs/p/nQVwSk41R6Kp-iOS-Developer---Cairo-Restart-Technology-Cairo-Egypt?o=413&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Android Developer,Fawry Banking & Payment Technology Services -,"6th of October, Giza, Egypt ",Full TimeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Computer Science · Android · ITI · RESTful · MVC · Git,https://wuzzuf.net/jobs/p/J5SpbuW69dm6-Senior-Android-Developer-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=414&l=sp&t=sj&a=data science jobs|search-v3|navbl
Full Stack Developer,empoweromics -,"Downtown, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · HTML · Information Technology (IT) · Java · JavaScript · jQuery · MySQL · React,https://wuzzuf.net/jobs/p/6xbEBAMGHPUE-Full-Stack-Developer-empoweromics-Cairo-Egypt?o=415&l=sp&t=sj&a=data science jobs|search-v3|navbl
System & DB Administrator/Developer,Global Academic Foundation Hosting University of Hertfordshire UH -,"New Capital, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Information Technology (IT) · Database · SQL · Telecom Engineering,https://wuzzuf.net/jobs/p/IJzvWoKiTYmy-System-DB-AdministratorDeveloper-Global-Academic-Foundation-Hosting-University-of-Hertfordshire-UH-Cairo-Egypt?o=416&l=sp&t=sj&a=data science jobs|search-v3|navbl
React JS Developer,Rowaad -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · React.js · Front-End · JS · RESTful · Computer Science · Software Development · React,https://wuzzuf.net/jobs/p/xMB0F2KBu3D2-React-JS-Developer-Rowaad-Cairo-Egypt?o=417&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior MS Dynamics 365 FO Developer,Confidential -,"Jeddah, Saudi Arabia ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Microsoft Dynamics · AX · Computer Science · Information Technology (IT) · ERP · MS SQL · SQL · Computer Engineering,https://wuzzuf.net/jobs/p/fzwA6bfkOJMN-Senior-MS-Dynamics-365-FO-Developer-Jeddah-Saudi-Arabia?o=418&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Devops Engineer,FlairsTech -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Devops Engineer · DevOps · AWS · Docker · Engineering · Information Technology (IT) · JSON,https://wuzzuf.net/jobs/p/gn27rusTnFDA-Senior-Devops-Engineer-FlairsTech-Cairo-Egypt?o=419&l=sp&t=sj&a=data science jobs|search-v3|navbl
Web Development Team Leader,Confidential -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Development · Web Development · Software Engineering · team leader · Software Development · Information Technology (IT) · IT,https://wuzzuf.net/jobs/p/4CDCKYnVUNHt-Web-Development-Team-Leader-Cairo-Egypt?o=420&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Test Automation Engineer (Selenium/C#),Expleo -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Testing · Computer Science · Information Technology (IT) · Automation Testing · Software Testing · Quality,https://wuzzuf.net/jobs/p/4FTH0BY8lz0x-Senior-Test-Automation-Engineer-SeleniumC-Expleo-Cairo-Egypt?o=421&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior PHP (Laravel) Developer (Tanta),apps square -,"Tanta, Gharbia, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Software Development · Software Engineering · SQL · Computer Science · Information Technology (IT) · MySQL · CSS3,https://wuzzuf.net/jobs/p/a15GFKwirzjD-Senior-PHP-Laravel-Developer-Tanta-apps-square-Gharbia-Egypt?o=422&l=sp&t=sj&a=data science jobs|search-v3|navbl
Product Manager (Derma),prima pharm -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Marketing/PR/Advertising · Medical/Healthcare · Pharmaceutical · Product Management · Management · Marketing · Product · Science · Planning · English,https://wuzzuf.net/jobs/p/2zNvhKyccWGP-Product-Manager-Derma-prima-pharm-Cairo-Egypt?o=423&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior MS Dynamics CRM Developer,egabi solutions -,"Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Power Automate · Power BI · Power Apps · Microsoft Dynamics 365 · CRM SDK · plugin · Microsoft SQL Server · Sharepoint,https://wuzzuf.net/jobs/p/23xhh7F3R0Kq-Senior-MS-Dynamics-CRM-Developer-egabi-solutions-Cairo-Egypt?o=424&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Tester / Quality Control Engineer (Mansoura),"qTech. ""AlQemam"" -","Mansoura, Dakahlia, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Assurance · Quality Control · Engineering · Quality · SQL · Zephyr · Testing,https://wuzzuf.net/jobs/p/GHkOZ0D34qPB-Software-Tester-Quality-Control-Engineer-Mansoura-qTech-AlQemam-Dakahlia-Egypt?o=425&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior Pre-Sales Officer,Integrated Technology Group -,"Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Presales · Sales · sales skills · Communication skills · English,https://wuzzuf.net/jobs/p/pJUGbMKJ6mv9-Senior-Pre-Sales-Officer-Integrated-Technology-Group-Cairo-Egypt?o=426&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Quality Assurance Specialist,Wakeb Data -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Quality Assurance · Computer Science · quality · Testing · Design · Software,https://wuzzuf.net/jobs/p/NZm54Hu95wpG-Software-Quality-Assurance-Specialist-Wakeb-Data-Giza-Egypt?o=427&l=sp&t=sj&a=data science jobs|search-v3|navbl
Solution Architect,Cegedim -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Architecture · Agile · AWS · Azure · Computer Science · Engineering · Scrum · Software Development,https://wuzzuf.net/jobs/p/KwZF8HtlVdnI-Solution-Architect-Cegedim-Cairo-Egypt?o=428&l=sp&t=sj&a=data science jobs|search-v3|navbl
[CGEG006] DevOps Engineer,Cegedim -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · System Administration · Linux · Network Adminstartion · Engineering · Windows Systems · MongoDB · Oracle · PostgreSQL,https://wuzzuf.net/jobs/p/286604--CGEG006--DevOps-Engineer-Cegedim-Cairo-Egypt?o=429&l=sp&t=sj&a=data science jobs|search-v3|navbl
Production Chemist (Lacquer),Intrade -,"Obour City, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · R&D/Science · Manufacturing/Production · Engineering - Other · Chemistry · Chemist · Chemical Engineering · Science · Production · Alkyd,https://wuzzuf.net/jobs/p/jjmDKVMe2F9K-Production-Chemist-Lacquer-Intrade-Cairo-Egypt?o=430&l=sp&t=sj&a=data science jobs|search-v3|navbl
Digital Marketing Manager,Bluebell Pharmaceuticals  -,"Maadi, Cairo, Egypt ",Full TimeManager · 7+ Yrs of Exp · Marketing/PR/Advertising · Medical/Healthcare · Pharmaceutical · Digital Marketing · E-Marketing · Marketing · Project Management · Social Media · Writing · Pharmacy,https://wuzzuf.net/jobs/p/1mSx0UUL3W3i-Digital-Marketing-Manager-Bluebell-Pharmaceuticals-Cairo-Egypt?o=431&l=sp&t=sj&a=data science jobs|search-v3|navbl
Android Developer (On-Site),Union Coop -,"Dokki, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Information Technology (IT) · Computer Science · Software Development · Java · JSON · Android SDK · REST,https://wuzzuf.net/jobs/p/jJ5sRyfyPmyI-Android-Developer-On-Site-Union-Coop-Giza-Egypt?o=432&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior IT Engineer,Advansys for Trading & Contracting -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Engineering · Computer Science · Routers · Security · Networking · Firewall,https://wuzzuf.net/jobs/p/7SV0xsRakGzy-Senior-IT-Engineer-Advansys-for-Trading-Contracting-Cairo-Egypt?o=433&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Test Engineer | API Testing,Expleo -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · API · API Testing · Computer Science · Information Technology (IT) · Software · Software Development · Test,https://wuzzuf.net/jobs/p/RlUvHKpja6Bw-Software-Test-Engineer-API-Testing-Expleo-Cairo-Egypt?o=434&l=sp&t=sj&a=data science jobs|search-v3|navbl
Sales Executive,Misr International Systems -,"Giza, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · males_preferred · Customer Service/Support · IT/Software Development · Sales/Retail · Commerce · Customer Service · IT · Retail · Sales · sales skills · Sales Target,https://wuzzuf.net/jobs/p/w4H70VjVJP1O-Sales-Executive-Misr-International-Systems-Giza-Egypt?o=435&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior QA Lot Release Specialist,Rameda -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · R&D/Science · Quality · Pharmaceutical · Quality · Quality Assurance · Quality Control · Medical · Healthcare · Pharmaceutical · Sterile Area,https://wuzzuf.net/jobs/p/8FrNbPsn6EQn-Senior-QA-Lot-Release-Specialist-Rameda-Giza-Egypt?o=436&l=sp&t=sj&a=data science jobs|search-v3|navbl
Senior SAP Analytics Cloud Consultant - (SAC),Geidea -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Cloud · SAP HANA · SAP BW · SAP · OData Services · SQL · SAP BO Universe,https://wuzzuf.net/jobs/p/ywORY7xLOnt6-Senior-SAP-Analytics-Cloud-Consultant---SAC-Geidea-Cairo-Egypt?o=437&l=sp&t=sj&a=data science jobs|search-v3|navbl
Software Technical Lead,Reach -,"New Cairo, Cairo, Egypt ",Full TimeWork From HomeManager · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Science · Engineering · Information Technology (IT) · Laravel · Node Js · Node.js · React,https://wuzzuf.net/jobs/p/Fq6b0yWhOatj-Software-Technical-Lead-Reach-Cairo-Egypt?o=438&l=sp&t=sj&a=data science jobs|search-v3|navbl
"Full Stack Developer (.NET core , Angular)",Smart IT -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Software Engineering · OOP · ASP.NET · C#.Net · ADO.NET · SQL,https://wuzzuf.net/jobs/p/pwS6z1wfqRxA-Full-Stack-Developer-NET-core-Angular-Smart-IT-Cairo-Egypt?o=439&l=sp&t=sj&a=data science jobs|search-v3|navbl
